12 17 20 29
2 4 14 16
5 6 15 16
3 16 23 27
2 14 19 27
3 5 27 29
1 7 23 26
1 3 14 17
13 15 20 23
8 17 19 28
8 12 13 16
3 11 21 27
5 12 19 27
7 10 26 30
21 22 25 26
3 10 16 24
13 15 28 30
7 8 25 26
5 8 20 28
1 5 26 28
17 18 19 20
3 16 21 30
9 16 20 28
4 10 22 29
3 8 17 29
9 15 21 29
6 10 20 28
12 15 22 29
13 15 26 29
1 14 21 25
19 21 22 23
4 18 19 26
3 12 14 19
4 8 15 29
10 17 24 26
1 12 22 28
3 10 19 27
4 16 21 29
3 9 20 26
15 16 29 30
8 11 13 15
10 17 21 27
3 6 21 24
5 9 14 23
2 6 19 22
19 20 27 28
11 17 20 26
1 5 21 24
3 6 19 23
5 9 24 26
2 6 14 18
1 11 16 19
3 7 15 29
1 15 20 30
5 9 17 25
7 9 20 23
1 18 24 25
11 13 21 28
10 18 20 30
1 9 14 26
12 15 21 25
14 16 21 24
14 15 19 24
13 17 27 30
7 12 28 29
1 8 15 28
13 14 25 26
12 13 23 29
4 6 7 9
6 15 22 28
13 14 17 18
7 9 10 11
2 12 20 26
13 14 29 30
7 14 20 28
5 12 14 28
4 10 17 23
1 5 13 17
5 8 22 26
5 12 18 20
12 17 24 27
4 5 14 15
10 15 22 25
1 6 26 27
8 9 10 12
1 14 19 28
13 17 25 29
6 11 18 21
16 18 19 21
6 17 19 29
3 5 15 17
13 17 26 28
14 15 22 23
12 15 23 26
6 9 14 30
10 15 23 28
17 18 29 30
7 10 27 29
1 7 17 28
1 8 19 27
7 8 29 30
21 24 26 28
3 8 18 19
2 3 7 12
8 13 21 26
3 10 18 26
5 7 14 27
2 12 14 25
6 8 15 24
2 9 18 30
3 10 14 22
14 17 19 21
10 13 21 30
6 7 13 30
5 10 15 19
4 10 21 26
4 11 14 26
3 7 14 25
2 7 22 26
11 12 23 24
19 23 25 29
14 15 26 27
20 23 26 29
2 4 9 12
4 9 20 30
8 9 20 21
4 17 21 30
16 18 20 23
13 17 19 23
19 20 22 24
9 13 23 25
3 6 14 16
12 18 21 26
4 7 22 27
2 18 20 28
4 11 17 28
9 10 21 22
15 17 19 22
9 10 17 18
4 13 19 28
2 14 21 26
1 8 13 24
2 12 18 23
3 7 17 19
2 6 13 16
7 8 19 20
15 17 27 29
3 9 16 25
2 17 19 25
12 13 24 30
6 12 21 27
10 12 22 24
5 6 19 20
1 9 16 29
23 24 27 28
15 16 27 28
2 3 14 15
8 9 19 24
7 8 27 28
1 10 16 25
16 17 19 24
7 8 11 12
23 24 29 30
5 16 20 30
10 11 14 15
1 9 17 24
12 17 19 30
4 13 20 26
4 15 22 26
10 16 19 30
3 7 16 20
8 11 26 29
3 8 21 28
13 15 19 21
6 13 20 25
1 2 11 12
2 6 20 24
7 8 17 18
1 18 21 27
3 9 14 21
1 5 14 16
2 4 19 23
2 15 22 27
1 7 13 21
2 10 17 20
3 11 13 20
8 12 15 17
10 11 20 21
5 11 15 26
2 11 20 25
3 10 23 25
1 10 22 30
4 6 26 29
15 18 25 29
2 13 24 26
2 11 23 27
1 2 23 24
6 16 22 25
6 9 13 28
2 11 15 30
11 16 24 30
4 10 14 28
8 10 14 16
6 7 20 29
3 5 19 22
3 8 16 22
1 4 13 16
1 9 23 27
7 17 21 29
2 16 22 28
2 4 15 18
4 9 15 25
9 11 19 22
9 11 27 29
7 9 22 24
1 2 5 6
4 8 17 20
3 10 21 29
19 22 26 30
14 18 26 30
2 5 7 9
6 18 23 25
3 4 13 14
3 13 24 29
1 3 28 30
13 14 19 20
7 10 20 24
11 14 21 29
2 7 18 25
3 11 23 26
11 17 23 25
11 18 22 30
1 7 15 25
8 9 14 15
1 2 27 28
1 15 24 26
1 11 15 23
1 4 9 11
5 8 15 23
8 11 20 23
1 6 22 23
4 10 13 24
10 12 28 30
5 9 13 21
3 18 23 30
8 9 28 29
2 10 14 30
12 18 19 25
1 2 21 22
16 17 22 23
2 5 19 21
1 12 18 30
2 8 13 28
2 12 16 21
2 12 13 27
3 14 24 28
5 7 16 26
1 8 18 20
1 12 15 27
4 11 15 21
7 18 22 29
1 10 24 28
5 17 21 26
8 14 23 28
4 5 10 11
7 15 23 30
1 10 17 19
4 7 20 25
6 8 17 21
2 12 19 29
1 17 22 27
19 22 25 28
5 9 16 27
3 4 15 16
6 12 23 28
8 10 27 30
11 12 13 14
6 12 24 25
2 5 28 30
5 11 21 30
2 9 22 25
3 17 20 28
8 9 26 27
5 6 25 26
1 12 19 26
1 7 16 22
10 12 14 17
7 11 27 30
4 10 18 27
12 14 23 27
2 7 13 29
5 11 17 19
15 17 20 24
9 11 20 24
11 15 20 29
6 12 18 22
2 8 15 21
2 16 20 29
7 9 13 15
4 11 24 27
8 9 13 18
5 12 13 26
2 10 19 26
4 9 14 27
5 10 17 29
9 10 29 30
4 12 20 27
2 4 7 11
1 5 19 23
9 10 25 26
5 8 14 29
1 9 13 20
16 18 22 24
7 11 15 18
3 4 19 20
11 12 29 30
1 8 23 25
3 11 15 22
15 17 21 23
2 8 14 24
3 12 24 26
4 12 16 26
8 15 19 25
3 16 19 26
5 10 14 21
1 5 27 30
7 13 22 28
5 13 24 28
15 16 23 24
14 17 25 27
1 11 22 25
6 16 19 27
6 15 23 29
16 17 20 21
4 5 16 17
2 3 13 18
2 8 19 30
5 15 21 27
20 23 25 27
8 10 25 29
6 8 13 27
4 10 16 20
6 13 21 29
8 10 13 17
19 20 29 30
2 8 17 22
22 23 28 29
3 6 8 10
5 9 20 29
8 13 22 25
7 16 21 27
8 12 25 28
9 14 19 29
11 12 17 18
5 12 16 24
5 6 7 8
7 9 16 18
3 12 18 27
4 10 15 30
1 2 7 8
2 17 23 26
5 8 24 27
2 8 16 25
8 17 23 27
3 11 18 25
5 6 9 10
4 9 13 29
4 8 22 28
3 18 22 28
7 17 20 30
1 7 20 27
7 11 21 24
1 5 7 11
17 18 23 24
3 9 19 28
7 8 13 14
12 16 22 27
2 5 10 12
4 17 24 29
15 16 25 26
23 24 25 26
9 11 21 23
3 4 7 8
4 12 14 24
1 14 23 30
4 6 22 24
6 18 19 30
1 9 15 22
7 8 21 22
2 13 21 25
14 17 22 24
20 21 23 24
3 14 23 29
6 7 16 28
2 10 24 25
1 11 21 26
1 13 23 28
13 18 19 24
1 3 20 23
2 8 20 27
5 11 16 23
15 18 21 24
15 18 19 23
3 5 8 12
7 11 25 29
4 7 13 23
1 8 21 29
22 24 25 27
12 18 24 28
5 8 18 25
20 21 26 27
10 12 26 29
