1 10 12 21
1 10 13 16
1 10 14 17
1 11 13 14
1 12 15 20
1 14 18 19
1 15 17 21
1 16 18 21
1 19 20 21
1 2 11 21
1 2 12 13
1 2 14 20
1 2 15 16
1 2 17 18
1 2 3 5
1 2 6 19
1 2 7 8
1 2 9 10
1 3 10 15
1 3 11 16
1 3 12 14
1 3 17 19
1 3 18 20
1 3 4 13
1 3 6 8
1 3 7 9
1 4 10 19
1 4 11 20
1 4 15 18
1 4 5 17
1 4 6 21
1 4 7 14
1 4 8 16
1 4 9 12
1 5 11 19
1 5 12 16
1 5 13 20
1 5 6 10
1 5 7 21
1 5 8 14
1 5 9 15
1 6 11 17
1 6 12 18
1 6 13 15
1 6 14 16
1 6 9 20
1 7 10 11
1 7 12 17
1 7 13 18
1 7 15 19
1 7 16 20
1 8 10 18
1 8 11 15
1 8 12 19
1 8 13 21
1 8 17 20
1 9 11 18
1 9 13 17
1 9 14 21
1 9 16 19
10 11 12 14
10 11 16 17
10 11 18 19
10 12 15 17
10 12 16 18
10 13 18 21
10 14 15 19
10 16 19 20
11 12 13 15
11 12 17 18
11 12 19 20
11 13 16 18
11 13 17 19
11 15 16 20
11 17 20 21
12 13 14 16
12 13 18 19
12 13 20 21
12 14 17 19
12 14 18 20
12 16 17 21
13 14 15 17
13 14 19 20
13 15 18 20
13 15 19 21
14 15 16 18
14 15 20 21
14 16 19 21
15 16 17 19
16 17 18 20
17 18 19 21
2 10 12 19
2 10 14 18
2 10 17 20
2 11 14 17
2 11 15 18
2 12 14 15
2 13 16 21
2 15 19 20
2 3 10 11
2 3 13 14
2 3 15 21
2 3 16 17
2 3 18 19
2 3 4 6
2 3 7 20
2 3 8 9
2 4 11 16
2 4 12 17
2 4 13 15
2 4 18 20
2 4 19 21
2 4 5 14
2 4 7 9
2 4 8 10
2 5 10 13
2 5 11 20
2 5 12 21
2 5 16 19
2 5 6 18
2 5 8 15
2 5 9 17
2 6 10 16
2 6 12 20
2 6 13 17
2 6 14 21
2 6 7 11
2 6 9 15
2 7 10 21
2 7 12 18
2 7 13 19
2 7 14 16
2 7 15 17
2 8 11 12
2 8 13 18
2 8 14 19
2 8 16 20
2 8 17 21
2 9 11 19
2 9 12 16
2 9 13 20
2 9 18 21
3 10 12 20
3 10 13 17
3 10 14 21
3 11 13 20
3 11 15 19
3 11 18 21
3 12 15 18
3 12 16 19
3 13 15 16
3 16 20 21
3 4 11 12
3 4 14 15
3 4 17 18
3 4 19 20
3 4 5 7
3 4 8 21
3 4 9 10
3 5 12 17
3 5 13 18
3 5 14 16
3 5 19 21
3 5 6 15
3 5 8 10
3 5 9 11
3 6 10 18
3 6 11 14
3 6 12 21
3 6 17 20
3 6 7 19
3 6 9 16
3 7 10 16
3 7 11 17
3 7 13 21
3 7 14 18
3 7 8 12
3 8 13 19
3 8 14 20
3 8 15 17
3 8 16 18
3 9 12 13
3 9 14 19
3 9 15 20
3 9 17 21
4 10 13 14
4 10 15 20
4 10 16 21
4 11 13 21
4 11 14 18
4 12 14 21
4 12 16 20
4 13 16 19
4 13 17 20
4 14 16 17
4 5 10 11
4 5 12 13
4 5 15 16
4 5 18 19
4 5 20 21
4 5 6 8
4 6 10 12
4 6 13 18
4 6 14 19
4 6 15 17
4 6 7 16
4 6 9 11
4 7 10 17
4 7 11 19
4 7 12 15
4 7 18 21
4 7 8 20
4 8 11 17
4 8 12 18
4 8 15 19
4 8 9 13
4 9 14 20
4 9 15 21
4 9 16 18
4 9 17 19
5 10 15 21
5 10 17 19
5 10 18 20
5 11 14 15
5 11 16 21
5 12 15 19
5 13 17 21
5 14 17 20
5 14 18 21
5 15 17 18
5 6 11 12
5 6 13 14
5 6 16 17
5 6 19 20
5 6 7 9
5 7 10 12
5 7 11 13
5 7 14 19
5 7 15 20
5 7 16 18
5 7 8 17
5 8 11 18
5 8 12 20
5 8 13 16
5 8 9 21
5 9 10 14
5 9 12 18
5 9 13 19
5 9 16 20
6 10 11 15
6 10 13 19
6 10 14 20
6 10 17 21
6 11 18 20
6 11 19 21
6 12 15 16
6 13 16 20
6 15 18 21
6 16 18 19
6 7 12 13
6 7 14 15
6 7 17 18
6 7 20 21
6 7 8 10
6 8 11 13
6 8 12 14
6 8 15 20
6 8 16 21
6 8 17 19
6 8 9 18
6 9 12 19
6 9 13 21
6 9 14 17
7 10 13 20
7 10 15 18
7 11 12 16
7 11 14 20
7 11 15 21
7 12 19 21
7 13 16 17
7 14 17 21
7 17 19 20
7 8 13 14
7 8 15 16
7 8 18 19
7 8 9 11
7 9 10 19
7 9 12 14
7 9 13 15
7 9 16 21
7 9 18 20
8 10 11 20
8 10 13 15
8 10 14 16
8 10 19 21
8 11 14 21
8 11 16 19
8 12 13 17
8 12 15 21
8 14 17 18
8 18 20 21
8 9 10 12
8 9 14 15
8 9 16 17
8 9 19 20
9 10 11 13
9 10 15 16
9 10 17 18
9 10 20 21
9 11 12 21
9 11 14 16
9 11 15 17
9 12 17 20
9 13 14 18
9 15 18 19
